1, 1, 1, 1, 1, 1, 6  //                     A sorted list of the 462 possible scales that divide the octave's 12 semitones into 7 intervals.
1, 1, 1, 1, 1, 2, 5  //                     462 = (11 * 10 * 9 * 8 * 7 * 6) / (6 * 5 * 4 * 3 * 2 * 1) = 332640 / 720
1, 1, 1, 1, 1, 3, 4  //                     462 = 66 * 7 (66 unique scales with 7 different modes or 'rotations')
1, 1, 1, 1, 1, 4, 3  //                     Generated with python script "generate462scales.py"
1, 1, 1, 1, 1, 5, 2  //                     
1, 1, 1, 1, 1, 6, 1  //                     Mårten Nettelbladt / 2025-01-14
1, 1, 1, 1, 2, 1, 5
1, 1, 1, 1, 2, 2, 4
1, 1, 1, 1, 2, 3, 3
1, 1, 1, 1, 2, 4, 2
1, 1, 1, 1, 2, 5, 1
1, 1, 1, 1, 3, 1, 4
1, 1, 1, 1, 3, 2, 3
1, 1, 1, 1, 3, 3, 2
1, 1, 1, 1, 3, 4, 1
1, 1, 1, 1, 4, 1, 3
1, 1, 1, 1, 4, 2, 2
1, 1, 1, 1, 4, 3, 1
1, 1, 1, 1, 5, 1, 2
1, 1, 1, 1, 5, 2, 1
1, 1, 1, 1, 6, 1, 1
1, 1, 1, 2, 1, 1, 5
1, 1, 1, 2, 1, 2, 4
1, 1, 1, 2, 1, 3, 3
1, 1, 1, 2, 1, 4, 2
1, 1, 1, 2, 1, 5, 1
1, 1, 1, 2, 2, 1, 4
1, 1, 1, 2, 2, 2, 3
1, 1, 1, 2, 2, 3, 2
1, 1, 1, 2, 2, 4, 1
1, 1, 1, 2, 3, 1, 3
1, 1, 1, 2, 3, 2, 2
1, 1, 1, 2, 3, 3, 1
1, 1, 1, 2, 4, 1, 2
1, 1, 1, 2, 4, 2, 1
1, 1, 1, 2, 5, 1, 1
1, 1, 1, 3, 1, 1, 4
1, 1, 1, 3, 1, 2, 3
1, 1, 1, 3, 1, 3, 2
1, 1, 1, 3, 1, 4, 1
1, 1, 1, 3, 2, 1, 3
1, 1, 1, 3, 2, 2, 2
1, 1, 1, 3, 2, 3, 1
1, 1, 1, 3, 3, 1, 2
1, 1, 1, 3, 3, 2, 1
1, 1, 1, 3, 4, 1, 1
1, 1, 1, 4, 1, 1, 3
1, 1, 1, 4, 1, 2, 2
1, 1, 1, 4, 1, 3, 1
1, 1, 1, 4, 2, 1, 2
1, 1, 1, 4, 2, 2, 1
1, 1, 1, 4, 3, 1, 1
1, 1, 1, 5, 1, 1, 2
1, 1, 1, 5, 1, 2, 1
1, 1, 1, 5, 2, 1, 1
1, 1, 1, 6, 1, 1, 1
1, 1, 2, 1, 1, 1, 5
1, 1, 2, 1, 1, 2, 4
1, 1, 2, 1, 1, 3, 3
1, 1, 2, 1, 1, 4, 2
1, 1, 2, 1, 1, 5, 1
1, 1, 2, 1, 2, 1, 4
1, 1, 2, 1, 2, 2, 3
1, 1, 2, 1, 2, 3, 2
1, 1, 2, 1, 2, 4, 1
1, 1, 2, 1, 3, 1, 3
1, 1, 2, 1, 3, 2, 2
1, 1, 2, 1, 3, 3, 1
1, 1, 2, 1, 4, 1, 2
1, 1, 2, 1, 4, 2, 1
1, 1, 2, 1, 5, 1, 1
1, 1, 2, 2, 1, 1, 4
1, 1, 2, 2, 1, 2, 3
1, 1, 2, 2, 1, 3, 2
1, 1, 2, 2, 1, 4, 1
1, 1, 2, 2, 2, 1, 3
1, 1, 2, 2, 2, 2, 2
1, 1, 2, 2, 2, 3, 1
1, 1, 2, 2, 3, 1, 2
1, 1, 2, 2, 3, 2, 1
1, 1, 2, 2, 4, 1, 1
1, 1, 2, 3, 1, 1, 3
1, 1, 2, 3, 1, 2, 2
1, 1, 2, 3, 1, 3, 1
1, 1, 2, 3, 2, 1, 2
1, 1, 2, 3, 2, 2, 1
1, 1, 2, 3, 3, 1, 1
1, 1, 2, 4, 1, 1, 2
1, 1, 2, 4, 1, 2, 1
1, 1, 2, 4, 2, 1, 1
1, 1, 2, 5, 1, 1, 1
1, 1, 3, 1, 1, 1, 4
1, 1, 3, 1, 1, 2, 3
1, 1, 3, 1, 1, 3, 2
1, 1, 3, 1, 1, 4, 1
1, 1, 3, 1, 2, 1, 3
1, 1, 3, 1, 2, 2, 2
1, 1, 3, 1, 2, 3, 1
1, 1, 3, 1, 3, 1, 2
1, 1, 3, 1, 3, 2, 1
1, 1, 3, 1, 4, 1, 1
1, 1, 3, 2, 1, 1, 3
1, 1, 3, 2, 1, 2, 2
1, 1, 3, 2, 1, 3, 1
1, 1, 3, 2, 2, 1, 2
1, 1, 3, 2, 2, 2, 1
1, 1, 3, 2, 3, 1, 1
1, 1, 3, 3, 1, 1, 2
1, 1, 3, 3, 1, 2, 1
1, 1, 3, 3, 2, 1, 1
1, 1, 3, 4, 1, 1, 1
1, 1, 4, 1, 1, 1, 3
1, 1, 4, 1, 1, 2, 2
1, 1, 4, 1, 1, 3, 1
1, 1, 4, 1, 2, 1, 2
1, 1, 4, 1, 2, 2, 1
1, 1, 4, 1, 3, 1, 1
1, 1, 4, 2, 1, 1, 2
1, 1, 4, 2, 1, 2, 1
1, 1, 4, 2, 2, 1, 1
1, 1, 4, 3, 1, 1, 1
1, 1, 5, 1, 1, 1, 2
1, 1, 5, 1, 1, 2, 1
1, 1, 5, 1, 2, 1, 1
1, 1, 5, 2, 1, 1, 1
1, 1, 6, 1, 1, 1, 1
1, 2, 1, 1, 1, 1, 5
1, 2, 1, 1, 1, 2, 4
1, 2, 1, 1, 1, 3, 3
1, 2, 1, 1, 1, 4, 2
1, 2, 1, 1, 1, 5, 1
1, 2, 1, 1, 2, 1, 4
1, 2, 1, 1, 2, 2, 3
1, 2, 1, 1, 2, 3, 2
1, 2, 1, 1, 2, 4, 1
1, 2, 1, 1, 3, 1, 3
1, 2, 1, 1, 3, 2, 2
1, 2, 1, 1, 3, 3, 1
1, 2, 1, 1, 4, 1, 2
1, 2, 1, 1, 4, 2, 1
1, 2, 1, 1, 5, 1, 1
1, 2, 1, 2, 1, 1, 4
1, 2, 1, 2, 1, 2, 3
1, 2, 1, 2, 1, 3, 2
1, 2, 1, 2, 1, 4, 1
1, 2, 1, 2, 2, 1, 3
1, 2, 1, 2, 2, 2, 2  // Altered
1, 2, 1, 2, 2, 3, 1
1, 2, 1, 2, 3, 1, 2
1, 2, 1, 2, 3, 2, 1
1, 2, 1, 2, 4, 1, 1
1, 2, 1, 3, 1, 1, 3
1, 2, 1, 3, 1, 2, 2
1, 2, 1, 3, 1, 3, 1
1, 2, 1, 3, 2, 1, 2
1, 2, 1, 3, 2, 2, 1
1, 2, 1, 3, 3, 1, 1
1, 2, 1, 4, 1, 1, 2
1, 2, 1, 4, 1, 2, 1
1, 2, 1, 4, 2, 1, 1
1, 2, 1, 5, 1, 1, 1
1, 2, 2, 1, 1, 1, 4
1, 2, 2, 1, 1, 2, 3
1, 2, 2, 1, 1, 3, 2
1, 2, 2, 1, 1, 4, 1
1, 2, 2, 1, 2, 1, 3
1, 2, 2, 1, 2, 2, 2  // Locrian
1, 2, 2, 1, 2, 3, 1
1, 2, 2, 1, 3, 1, 2
1, 2, 2, 1, 3, 2, 1
1, 2, 2, 1, 4, 1, 1
1, 2, 2, 2, 1, 1, 3
1, 2, 2, 2, 1, 2, 2  // Phrygian, Bharavi
1, 2, 2, 2, 1, 3, 1  // Neapolitan minor
1, 2, 2, 2, 2, 1, 2  //
1, 2, 2, 2, 2, 2, 1  // Neapolitan major
1, 2, 2, 2, 3, 1, 1
1, 2, 2, 3, 1, 1, 2
1, 2, 2, 3, 1, 2, 1
1, 2, 2, 3, 2, 1, 1
1, 2, 2, 4, 1, 1, 1
1, 2, 3, 1, 1, 1, 3
1, 2, 3, 1, 1, 2, 2
1, 2, 3, 1, 1, 3, 1
1, 2, 3, 1, 2, 1, 2
1, 2, 3, 1, 2, 2, 1
1, 2, 3, 1, 3, 1, 1
1, 2, 3, 2, 1, 1, 2
1, 2, 3, 2, 1, 2, 1
1, 2, 3, 2, 2, 1, 1
1, 2, 3, 3, 1, 1, 1
1, 2, 4, 1, 1, 1, 2
1, 2, 4, 1, 1, 2, 1
1, 2, 4, 1, 2, 1, 1
1, 2, 4, 2, 1, 1, 1
1, 2, 5, 1, 1, 1, 1
1, 3, 1, 1, 1, 1, 4
1, 3, 1, 1, 1, 2, 3
1, 3, 1, 1, 1, 3, 2
1, 3, 1, 1, 1, 4, 1
1, 3, 1, 1, 2, 1, 3
1, 3, 1, 1, 2, 2, 2
1, 3, 1, 1, 2, 3, 1  // Persian
1, 3, 1, 1, 3, 1, 2
1, 3, 1, 1, 3, 2, 1
1, 3, 1, 1, 4, 1, 1
1, 3, 1, 2, 1, 1, 3
1, 3, 1, 2, 1, 2, 2  // Phrygian dominant
1, 3, 1, 2, 1, 3, 1  // Flamenco mode, Double harmonic
1, 3, 1, 2, 2, 1, 2
1, 3, 1, 2, 2, 2, 1
1, 3, 1, 2, 3, 1, 1
1, 3, 1, 3, 1, 1, 2
1, 3, 1, 3, 1, 2, 1
1, 3, 1, 3, 2, 1, 1
1, 3, 1, 4, 1, 1, 1
1, 3, 2, 1, 1, 1, 3
1, 3, 2, 1, 1, 2, 2
1, 3, 2, 1, 1, 3, 1  // Purvi
1, 3, 2, 1, 2, 1, 2
1, 3, 2, 1, 2, 2, 1
1, 3, 2, 1, 3, 1, 1
1, 3, 2, 2, 1, 1, 2
1, 3, 2, 2, 1, 2, 1
1, 3, 2, 2, 2, 1, 1
1, 3, 2, 3, 1, 1, 1
1, 3, 3, 1, 1, 1, 2
1, 3, 3, 1, 1, 2, 1
1, 3, 3, 1, 2, 1, 1
1, 3, 3, 2, 1, 1, 1
1, 3, 4, 1, 1, 1, 1
1, 4, 1, 1, 1, 1, 3
1, 4, 1, 1, 1, 2, 2
1, 4, 1, 1, 1, 3, 1
1, 4, 1, 1, 2, 1, 2
1, 4, 1, 1, 2, 2, 1
1, 4, 1, 1, 3, 1, 1
1, 4, 1, 2, 1, 1, 2
1, 4, 1, 2, 1, 2, 1
1, 4, 1, 2, 2, 1, 1
1, 4, 1, 3, 1, 1, 1
1, 4, 2, 1, 1, 1, 2
1, 4, 2, 1, 1, 2, 1
1, 4, 2, 1, 2, 1, 1
1, 4, 2, 2, 1, 1, 1
1, 4, 3, 1, 1, 1, 1
1, 5, 1, 1, 1, 1, 2
1, 5, 1, 1, 1, 2, 1
1, 5, 1, 1, 2, 1, 1
1, 5, 1, 2, 1, 1, 1
1, 5, 2, 1, 1, 1, 1
